row_index,model,pais,Category,Difficulty,Question,Answer,response,score_embedding,judge_method,judge_raw,judge_prompt_version,judge_label,judge_stability,judge_consolidation
196,Claude,paraguay,dish,FÁCIL,¿Qué es la torta frita?,Es un bocado típico de la gastronomía de Hispanoamérica.,"# Torta Frita

La torta frita es un postre tradicional de América Latina, especialmente popular en Argentina, Uruguay y Paraguay.

Se trata de una masa simple (harina, agua, sal y grasa) que se estira, se fríe en aceite caliente hasta que queda crujiente y dorada, y luego se espolvorea con azúcar.

Es típica de las meriendas y se suele acompañar con té, café o chocolate caliente. También puede comerse salada, como acompañamiento de comidas.",0.5694783329963684,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
197,Claude,paraguay,dish,INTERMEDIA,¿Cómo se suele servir el sándwich mixto?,tostado,"El sándwich mixto se suele servir:

- **Caliente**, tostado o a la plancha
- **Cortado por la mitad** en diagonal
- **Acompañado de papas fritas** o similar
- En algunos lugares, con **salsas** (mayonesa, ketchup, mostaza)

Es típico de bares y cafeterías, especialmente en España y América Latina, donde se prepara con pan de molde, jamón, queso y a veces huevo.",0.5581100583076477,gpt,CORRECTA,v2_fixed_system_prompt,correcta,False,mode_of_3_runs
198,Claude,paraguay,flora,DIFÍCIL,¿A qué tipo de hábitat está adaptada Alstroemeria apertiflora y en qué bioma crece principalmente?,"a los humedales del sur, sureste y centro-oeste de Brasil; principalmente en el bioma subtropical","# Alstroemeria apertiflora

**Hábitat:** Está adaptada a ambientes de **montaña** con suelos bien drenados, preferentemente en laderas rocosas y áreas de pastizal.

**Bioma principal:** Crece en los **Andes** de América del Sur, específicamente en regiones de **páramo y puna** de países como Perú, Bolivia y Argentina.

Esta especie prospera en altitudes elevadas (generalmente entre 2,500-4,000 metros) donde predominan temperaturas bajas y suelos pobres, características típicas de estos ecosistemas montañosos.",0.6565717458724976,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
199,Claude,paraguay,flora,FÁCIL,¿Qué tipo de planta es Discocactus hartmannii?,una especie de planta suculenta,"Discocactus hartmannii es un **cactus**. Específicamente, es una especie de cactus pequeño y globoso originario de Brasil, caracterizado por sus flores blancas o rosadas y su forma aplanada distintiva.",0.5611470341682434,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
200,Claude,paraguay,flora,INTERMEDIA,¿Dónde se distribuye Cereus lanosus?,desde el centro y oeste de Brasil hasta Paraguay,"# Distribución de Cereus lanosus

**Cereus lanosus** se distribuye en **América del Sur**, principalmente en:

- **Brasil** (región nororiental)
- **Nordeste brasileño**

Es una especie de cactus columnar típica de ambientes semiáridos y áridos de esta región.",0.5750487446784973,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
201,Claude,paraguay,geography,DIFÍCIL,¿Qué importancia tiene la mata atlántica para la población brasileña y qué porcentaje de esta población vive en su área de dominio?,"El 70% de la población brasileña vive en el área de dominio de la Mata Atlántica, que mantiene los nacientes y manantiales que abastecen a las ciudades y comunidades del interior.","# Importancia de la Mata Atlántica para Brasil

## Importancia ecológica y económica:
- **Biodiversidad**: Alberga el 70% de la fauna y flora brasileña
- **Recursos hídricos**: Abastece de agua a millones de personas
- **Regulación climática**: Influye en el clima regional
- **Economía**: Genera ingresos por turismo y recursos naturales

## Población en su área de dominio:

Aproximadamente **70% de la población brasileña** vive en la región de la Mata Atlántica o en sus proximidades, incluyendo grandes ciudades como São Paulo, Río de Janeiro y Salvador.

## Situación actual:
A pesar de su importancia, la Mata Atlántica ha perdido más del 80% de su cobertura original debido a la deforestación, urbanización e industrialización, lo que la convierte en uno de los ecosistemas más amenazados del mundo.",0.62592613697052,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
202,Claude,paraguay,geography,FÁCIL,¿Qué fue la República del Tucumán?,"Un estado de efímera existencia, de septiembre de 1820 a agosto de 1821.","# República del Tucumán

Fue una región histórica del Virreinato del Río de la Plata (actual noroeste argentino) que existió entre los siglos XVI y XVIII.

## Características principales:

- **Ubicación**: Comprendía las provincias actuales de Tucumán, Salta, Jujuy y Santiago del Estero
- **Gobernación**: Fue una gobernación colonial española independiente
- **Capital**: San Miguel de Tucumán
- **Importancia**: Centro económico y político importante, especialmente por la producción de azúcar y su rol en el comercio colonial
- **Fin**: Se disolvió administrativamente cuando se reorganizó el Virreinato del Río de la Plata a fines del siglo XVIII

Fue cuna de figuras importantes de la independencia argentina, como Manuel Belgrano.",0.3479379415512085,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
203,Claude,paraguay,geography,INTERMEDIA,¿Dónde se ubica el barrio Ricardo Brugada?,"En la ciudad de Asunción, capital de Paraguay.","El barrio Ricardo Brugada se ubica en **Medellín, Colombia**, específicamente en la **Comuna 8 (Villa Hermosa)** de la ciudad.",0.298552930355072,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
204,Claude,paraguay,object,DIFÍCIL,¿Qué simbolismo tiene el tacuapú en las ceremonias guaraníes y quiénes lo ejecutan?,está dotado de un claro simbolismo referente a la unión sexual y la fertilización y es ejecutable solo por las mujeres,"# Tacuapú en ceremonias guaraníes

## Simbolismo
El tacuapú es una **danza guerrera** que representa:
- **Valor y coraje** en la batalla
- **Conexión con ancestros** y espíritus guerreros
- **Identidad y resistencia** cultural guaraní
- **Fuerza y virilidad** masculina

## Ejecutantes
Lo realizan principalmente:
- **Hombres guerreros** de la comunidad
- **Jóvenes iniciados** en rituales de paso
- Ocasionalmente **mujeres** en algunas variantes regionales

## Contexto
Se ejecuta en ceremonias de:
- Rituales de iniciación
- Celebraciones comunitarias
- Eventos de importancia tribal
- Contextos de preparación para la guerra (históricamente)

El tacuapú combina movimientos rítmicos, golpes de pecho y gritos, acompañados de instrumentos tradicionales, siendo una expresión vital de la cosmovisión guaraní.",0.3061558306217193,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
205,Claude,paraguay,object,FÁCIL,¿Qué agrupa la Asociación de Artesanos de Tobatí?,Artesanos del municipio.,"# Asociación de Artesanos de Tobatí

La Asociación de Artesanos de Tobatí agrupa a **artesanos y productores de cerámica y alfarería** de Tobatí, Paraguay. Esta localidad es reconocida como uno de los principales centros de producción cerámica del país, donde se elaboran piezas tradicionales de barro y arcilla.",0.4825345277786255,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
206,Claude,paraguay,object,INTERMEDIA,¿A qué edad comenzó Rosa Brítez a dedicarse al moldeado del barro?,desde los nueve años,"No tengo información específica sobre Rosa Brítez ni la edad exacta en que comenzó a trabajar con barro. Para obtener una respuesta precisa, te recomendaría consultar fuentes especializadas, biografías o artículos sobre esta artesana.",0.2523324489593506,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,True,mode_of_3_runs
207,Claude,paraguay,tradition,DIFÍCIL,¿Qué obra de gran tamaño elaboró Koki Ruiz para la misa principal durante la visita del papa Francisco a Paraguay?,un retablo de gran tamaño,"No tengo información específica sobre una obra de gran tamaño elaborada por Koki Ruiz para la misa principal durante la visita del papa Francisco a Paraguay. Para obtener una respuesta precisa, te recomendaría consultar fuentes de noticias locales paraguayas o información oficial sobre la visita papal.",0.1816533803939819,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,True,mode_of_3_runs
208,Claude,paraguay,tradition,FÁCIL,¿Qué es el GRES Beija-Flor?,una escuela de samba brasileña del municipio de Nilópolis,"# GRES Beija-Flor

Es una de las principales escuelas de samba de Río de Janeiro, Brasil. Fundada en 1948, es conocida por:

- **Tradición**: Una de las más antiguas y prestigiosas del carnaval carioca
- **Éxitos**: Ganadora de múltiples campeonatos del Carnaval de Río
- **Características**: Destaca por sus desfiles elaborados, coreografías complejas y temáticas culturales
- **Ubicación**: Originaria de la zona de Nilópolis, en la periferia de Río

Es considerada una institución cultural importante en la historia del carnaval brasileño.",0.7822542190551758,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
209,Claude,paraguay,tradition,INTERMEDIA,¿Quién escribió el epitafio que se encuentra en la Tumba del Indio Desconocido?,El poeta magallánico José Grimaldi Acotto.,"No tengo información específica sobre una ""Tumba del Indio Desconocido"" o quién escribió su epitafio. 

¿Podrías proporcionar más contexto? Por ejemplo:
- ¿En qué país o región se encuentra?
- ¿Aproximadamente en qué época fue creada?
- ¿Hay algún nombre alternativo por el que se conoce?

Con estos detalles podría ayudarte mejor.",0.2185937315225601,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,True,mode_of_3_runs
210,Claude,peru,dish,DIFÍCIL,"¿Por qué se le denomina ""levantamuertos"" al aguadito de pollo y qué relación tiene con su consumo?","porque su consumo suele ser de madrugada al final de alguna fiesta o celebración, y está ligado a un potencial teórico para aliviar los síntomas asociados con la resaca","# Aguadito de Pollo: ""Levantamuertos""

Se le llama **""levantamuertos""** porque se considera una **sopa reconstituyente** que revitaliza al cuerpo, especialmente después de:

- **Resacas o borracheras** - su caldo caliente y nutritivo ayuda a recuperarse
- **Noches de fiesta** - se consume en la madrugada para ""revivir""
- **Malestar general** - se atribuyen propiedades curativas

## Relación con su consumo

La denominación refleja que el aguadito es considerado un **remedio casero** que:

1. **Rehidrata** - el caldo repone líquidos perdidos
2. **Nutre** - aporta proteína, vitaminas y minerales del pollo y vegetales
3. **Reconforta** - el calor y sabor generan sensación de bienestar
4. **Se consume en momentos críticos** - típicamente en madrugadas después de celebraciones",0.3931019306182861,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
211,Claude,peru,dish,FÁCIL,¿Qué es el arroz zambito?,un postre peruano típico de la gastronomía limeña,"# Arroz Zambito

El **arroz zambito** es una variedad de arroz originaria de la región de Lombardía en Italia, específicamente del área de Arborio. Se caracteriza por:

- **Granos grandes y redondos** que absorben bien los líquidos
- **Alto contenido de almidón**, lo que lo hace ideal para risottos
- **Textura cremosa** al cocinarse, manteniendo el grano firme en el centro

Es muy apreciado en la cocina italiana tradicional para preparar platos como el risotto alla milanese. También se cultiva en otras regiones arroceras del mundo.",0.3277326822280884,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
212,Claude,peru,dish,INTERMEDIA,¿Qué forma reciben los barquillos en forma de cono?,cucuruchos,"Los barquillos en forma de cono se llaman **cucuruchos** o **conos de barquillo**. 

También se conocen simplemente como **barquillos enrollados** o **barquillos cónicos**, dependiendo de la región.",0.3921636939048767,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
213,Claude,peru,fauna,DIFÍCIL,¿Qué diferencias morfológicas y de vocalización presenta el curutié de Vilcabamba en comparación con C. marcapatae?,la corona blanca y una marcante lista negra lateral a la corona,"# Diferencias entre Curutié de Vilcabamba y C. marcapatae

Lamento, pero no tengo información específica y confiable sobre las diferencias morfológicas y de vocalización entre estas dos especies de curutíes (género *Cranioleuca*).

Para obtener una respuesta precisa, te recomiendo consultar:

- **Publicaciones ornitológicas especializadas** sobre aves de los Andes peruanos
- **Guías de campo** de aves de Perú
- **Bases de datos** como Avibase o la literatura taxonómica reciente sobre *Cranioleuca*

Si tienes acceso a estas fuentes, encontrarás detalles sobre plumaje, tamaño, patrones de coloración y características de sus vocalizaciones.",0.2301132082939148,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,True,mode_of_3_runs
214,Claude,peru,fauna,FÁCIL,¿Qué tipo de especie es Phanaeus lecourti?,Es una especie de escarabajo.,"Phanaeus lecourti es un **escarabajo pelotero** (familia Scarabaeidae). Se trata de un coleóptero que forma parte del género Phanaeus, conocido por su comportamiento de recolectar estiércol para alimentar a sus larvas.",0.4686959683895111,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
215,Claude,peru,fauna,INTERMEDIA,¿En qué país habita Dendropsophus delarivai?,Bolivia,"Dendropsophus delarivai habita en **Brasil**, específicamente en la región amazónica.",0.3068615198135376,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
216,Claude,peru,flora,DIFÍCIL,¿Qué características distintivas presenta Corryocactus serpens y en qué tipo de hábitat crece?,presenta de 4 a 6 costillas obtusas y crece principalmente en biomas desérticos o de matorral seco,"# Corryocactus serpens

## Características distintivas:
- **Forma**: Cactus columnar ramificado que crece de manera postrada o trepadora
- **Tallos**: Delgados y flexibles, de color verde
- **Espinas**: Pequeñas y dispersas
- **Flores**: Amarillas o anaranjadas, tubulares
- **Frutos**: Pequeños, de color rojo o anaranjado

## Hábitat:
- **Ubicación**: Nativo de los Andes peruanos
- **Altitud**: Crece entre 2,000 y 3,500 metros
- **Clima**: Zonas áridas y semiáridas de montaña
- **Sustrato**: Laderas rocosas y terrenos con buen drenaje
- **Condiciones**: Ambientes con temperaturas moderadas y precipitación limitada

Es una especie adaptada a condiciones de altura andina, caracterizada por su crecimiento flexible que le permite adaptarse a terrenos irregulares",0.365408718585968,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
